[7l----total-cpu-usage---- ------memory-usage----- ---load-avg--- -dsk/total- ----system----
usr sys idl wai hiq siq| used  buff  cach  free| 1m   5m  15m | read  writ|  date/time   
 90   5   3   0   1   0| 841M 15.7M 1842M 1260M|7.10 3.80 2.27|1784k   80M|05-06 06:25:53
 92   6   2   0   0   0| 842M 15.7M 1878M 1222M|7.10 3.80 2.27|1600k   82M|05-06 06:25:54
 92   6   2   1   1   0| 844M 15.7M 1915M 1184M|7.10 3.80 2.27|2200k   55M|05-06 06:25:55
 70   6   4  19   0   0| 844M 15.7M 1942M 1157M|7.49 3.94 2.32|2576k   54M|05-06 06:25:56
 92   6   1   1   1   0| 845M 15.7M 1977M 1121M|7.49 3.94 2.32| 912k   81M|05-06 06:25:57
 92   6   1   1   1   0| 846M 15.8M 2014M 1083M|7.49 3.94 2.32| 480k   80M|05-06 06:25:58
 91   7   1   1   1   0| 847M 15.8M 2050M 1045M|7.49 3.94 2.32| 904k   78M|05-06 06:25:59
 92   5   1   1   1   0| 849M 15.8M 2086M 1008M|7.49 3.94 2.32|1576k   80M|05-06 06:26:00
 90   8   1   1   1   0| 852M 15.8M 2120M  970M|8.17 4.14 2.40|1632k   78M|05-06 06:26:01
 91   6   1   1   1   0| 852M 15.8M 2154M  938M|8.17 4.14 2.40|1096k   80M|05-06 06:26:02
 91   6   0   2   1   0| 854M 15.8M 2189M  900M|8.17 4.14 2.40|2008k   76M|05-06 06:26:03
 90   5   0   5   1   0| 857M 15.9M 2221M  865M|8.17 4.14 2.40|1568k   76M|05-06 06:26:04
 89   6   1   4   1   0| 863M 15.9M 2256M  823M|8.17 4.14 2.40|1000k   77M|05-06 06:26:05
 88   6   5   1   1   0| 865M 15.9M 2288M  790M|8.40 4.25 2.44| 856k   51M|05-06 06:26:06
 89  10   1   0   0   0| 867M 15.9M 2318M  759M|8.40 4.25 2.44|1480k   33M|05-06 06:26:07
 92   7   1   0   1   0| 866M 15.9M 2354M  723M|8.40 4.25 2.44| 184k   46M|05-06 06:26:08
 91   6   2   1   0   0| 861M 15.9M 2389M  692M|8.40 4.25 2.44| 808k   62M|05-06 06:26:09
 86   6   2   7   1   0| 861M 15.9M 2422M  660M|8.40 4.25 2.44|  16k   55M|05-06 06:26:10
 58   5   4  33   0   0| 861M 15.9M 2450M  632M|8.20 4.28 2.46|   0    58M|05-06 06:26:11
 30   6  30  33   1   0| 496M 16.0M 2461M  985M|8.20 4.28 2.46| 480k   66M|05-06 06:26:12
 87   5   0   7   1   0| 661M 16.0M 2462M  820M|8.20 4.28 2.46|  96k   70M|05-06 06:26:13
 95   5   0   0   0   0| 764M 16.0M 2462M  717M|8.20 4.28 2.46| 264k   56M|05-06 06:26:14
 95   3   1   0   1   0| 792M 16.0M 2462M  689M|8.20 4.28 2.46| 120k   79M|05-06 06:26:15
 94   2   2   1   1   0| 796M 16.0M 2462M  685M|8.83 4.48 2.54| 200k   73M|05-06 06:26:16
 93   3   3   1   1   0| 784M 16.0M 2462M  697M|8.83 4.48 2.54| 976k   73M|05-06 06:26:17
 92   3   4   1   1   0| 784M 16.0M 2462M  696M|8.83 4.48 2.54|  88k   77M|05-06 06:26:18
 94   3   2   1   1   0| 786M 16.0M 2462M  694M|8.83 4.48 2.54| 136k   72M|05-06 06:26:19
 94   3   2   1   1   0| 787M 16.0M 2462M  693M|8.83 4.48 2.54|  56k   71M|05-06 06:26:20
 94   3   2   2   1   0| 789M 16.2M 2463M  691M|9.16 4.62 2.59|1328k   39M|05-06 06:26:21
 93   3   2   1   0   0| 786M 16.2M 2463M  694M|9.16 4.62 2.59| 272k   31M|05-06 06:26:22
 94   4   1   1   1   0| 786M 16.3M 2463M  693M|9.16 4.62 2.59| 504k   69M|05-06 06:26:23
 91   3   3   2   1   0| 786M 16.3M 2463M  693M|9.16 4.62 2.59|  88k   77M|05-06 06:26:24
 95   2   2   1   1   0| 787M 16.3M 2463M  693M|9.16 4.62 2.59| 176k   63M|05-06 06:26:25
 93   4   2   1   1   0| 787M 16.3M 2463M  692M|9.31 4.72 2.64|  64k   80M|05-06 06:26:26
 94   3   2   1   1   0| 788M 16.3M 2463M  691M|9.31 4.72 2.64| 104k   79M|05-06 06:26:27
 93   4   2   1   1   0| 788M 16.3M 2464M  691M|9.31 4.72 2.64|  80k   79M|05-06 06:26:28
 94   2   2   1   1   0| 788M 16.3M 2464M  691M|9.31 4.72 2.64|  64k   78M|05-06 06:26:29
 94   3   2   1   1   0| 790M 16.3M 2464M  689M|9.31 4.72 2.64| 528k   41M|05-06 06:26:30
 95   4   1   0   0   0| 767M 16.3M 2464M  712M|9.45 4.83 2.68| 224k    0 |05-06 06:26:31
 94   3   3   0   0   0| 770M 16.3M 2464M  709M|9.45 4.83 2.68|   0     0 |05-06 06:26:32
 95   3   3   0   0   0| 767M 16.3M 2464M  712M|9.45 4.83 2.68|   0     0 |05-06 06:26:33
 94   2   3   0   0   0| 767M 16.3M 2464M  712M|9.45 4.83 2.68|   0     0 |05-06 06:26:34
 93   2   4   0   0   0| 767M 16.3M 2464M  712M|9.45 4.83 2.68|   0   968k|05-06 06:26:35
 96   2   2   0   0   0| 767M 16.3M 2464M  712M|9.33 4.88 2.71|   0     0 |05-06 06:26:36
 94   3   3   0   0   0| 766M 16.3M 2464M  712M|9.33 4.88 2.71|   0     0 |05-06 06:26:37
 94   3   3   0   0   0| 766M 16.3M 2464M  712M|9.33 4.88 2.71|   0     0 |05-06 06:26:38
 94   3   3   0   0   0| 766M 16.3M 2464M  712M|9.33 4.88 2.71|   0     0 |05-06 06:26:39
 95   2   3   0   0   0| 766M 16.3M 2464M  712M|9.33 4.88 2.71|   0   664k|05-06 06:26:40
 95   3   2   0   0   0| 767M 16.3M 2464M  712M|9.62 5.02 2.77|   0     0 |05-06 06:26:41
 95   2   3   0   0   0| 766M 16.3M 2464M  713M|9.62 5.02 2.77|   0     0 |05-06 06:26:42
 95   2   3   0   0   0| 766M 16.4M 2464M  712M|9.62 5.02 2.77|  16k    0 |05-06 06:26:43
 94   3   3   0   0   0| 767M 16.4M 2464M  712M|9.62 5.02 2.77|   0     0 |05-06 06:26:44
 95   2   3   0   0   0| 767M 16.4M 2464M  712M|9.62 5.02 2.77|   0   744k|05-06 06:26:45
 94   2   4   0   0   0| 774M 16.4M 2464M  704M|9.73 5.11 2.81|   0     0 |05-06 06:26:46
 95   3   2   0   0   0| 771M 16.4M 2464M  707M|9.73 5.11 2.81|   0     0 |05-06 06:26:47
 95   3   2   0   0   0| 770M 16.4M 2464M  708M|9.73 5.11 2.81|   0     0 |05-06 06:26:48
 95   2   3   0   0   0| 770M 16.4M 2464M  708M|9.73 5.11 2.81|   0     0 |05-06 06:26:49
 95   3   3   0   0   0| 772M 16.4M 2464M  706M|9.73 5.11 2.81|   0   688k|05-06 06:26:50
